,Gamma,input_graph,Network_type,Connection_prob,Layers,Dtandard_dev,Top_homogeneity,Top_completeness,Top_NMI,Middle_homogeneity,Middle_Completeness,Middle_NMI,Resolution_top,Resolution_middle,Louvain_modularity,Louvain_homogenity_top,Louvain_completeness_top,Louvain_NMI_top,Louvain_homogenity_middle,Louvain_completeness_middle,Louvain_NMI_middle,Comms_predicted_top,Comms_predicted_middle,Louvain_predicted,Modularity_top,Modularity_middle,True_mod_top,True_mod_middle,True_aeb_top,True_aeb_middle,True_aew_top,True_aew_middle
9,1,A_ingraph05,scale free,disc,2,0.5,0.9543,1.0,0.9766,NA,NA,NA,5,100,0.8865,1.0,1.0,1.0,NA,NA,NA,9,NA,10,-9.2014,NA,0.8888703553118391,,0.0,,65.7,
10,1,A_ingraph05,scale free,disc,3,0.1,0.5472,0.5791,0.5627,0.8203,0.9189,0.8668,5,100,0.8849,0.6047,0.5982,0.6014,0.4488,0.9901,0.6176,9,128,11,0.3708,-0.5235,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,1,A_ingraph05,scale free,disc,3,0.5,0.6023,0.6023,0.6023,0.8367,0.9219,0.8772,5,100,0.8916,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,10,140,10,0.4552,-0.5256,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,1,A_ingraph05,scale free,full,2,0.1,0.4165,0.582,0.4855,NA,NA,NA,5,100,0.0648,0.3661,0.649,0.4681,NA,NA,NA,9,NA,4,-9.8995,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,1,A_ingraph05,scale free,full,2,0.5,0.5593,0.6394,0.5966,NA,NA,NA,5,100,0.1362,0.5639,0.7618,0.6481,NA,NA,NA,9,NA,6,-9.8998,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,1,A_ingraph05,scale free,full,3,0.1,0.0,1.0,0.0,0.4433,0.8432,0.5811,5,100,0.3301,0.4591,0.5257,0.4901,0.3669,0.9371,0.5274,1,34,8,-3.6847,-0.6185,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,1,A_ingraph05,scale free,full,3,0.5,0.0,1.0,0.0,0.4844,0.8775,0.6242,5,100,0.5047,0.4971,0.5459,0.5204,0.3859,0.9453,0.5481,4,25,11,-0.8972,-0.6854,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,1,A_ingraph05,random graph,disc,2,0.1,0.4904,0.4835,0.4869,NA,NA,NA,5,100,0.9501,1.0,0.5903,0.7423,NA,NA,NA,10,NA,51,-9.0245,NA,0.8834915997078159,,0.0,,7.4,
17,1,A_ingraph05,random graph,disc,2,0.5,0.4644,0.4557,0.46,NA,NA,NA,5,100,0.9481,1.0,0.5885,0.7409,NA,NA,NA,10,NA,52,-9.0335,NA,0.8834915997078159,,0.0,,7.4,
18,1,A_ingraph05,random graph,disc,3,0.1,0.1048,0.1032,0.104,0.6749,0.685,0.6799,5,100,0.9833,0.9305,0.3609,0.5201,0.9459,0.7436,0.8326,10,96,434,0.4762,-0.2018,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,1,A_ingraph05,random graph,disc,3,0.5,0.0739,0.0734,0.0736,0.6797,0.6891,0.6844,5,100,0.9815,0.9318,0.3612,0.5206,0.9462,0.7435,0.8326,10,99,437,0.4726,-0.1962,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,1,A_ingraph05,random graph,full,2,0.1,0.3726,0.3846,0.3785,NA,NA,NA,5,100,0.1743,0.7444,0.5203,0.6125,NA,NA,NA,10,NA,41,-9.8306,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,1,A_ingraph05,random graph,full,2,0.5,0.297,0.3276,0.3116,NA,NA,NA,5,100,0.195,0.7357,0.5228,0.6112,NA,NA,NA,10,NA,40,-9.7777,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,1,A_ingraph05,random graph,full,3,0.1,0.0701,0.0693,0.0697,0.6028,0.6381,0.6199,5,100,0.5507,0.8562,0.3444,0.4912,0.9,0.7337,0.8084,10,83,420,-0.0997,-0.7122,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,1,A_ingraph05,random graph,full,3,0.5,0.0701,0.0707,0.0704,0.6054,0.6597,0.6314,5,100,0.7529,0.8881,0.3522,0.5043,0.9196,0.7391,0.8195,10,79,426,0.1528,-0.5096,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,0.5,A_ingraph05,small world,disc,2,0.1,0.9528,1.0,0.9758,NA,NA,NA,5,100,0.8867,1.0,1.0,1.0,NA,NA,NA,10,NA,10,-9.2459,NA,0.8963220116344528,,0.0,,29.2,
1,0.5,A_ingraph05,small world,disc,2,0.5,1.0,1.0,1.0,NA,NA,NA,5,100,0.8884,1.0,1.0,1.0,NA,NA,NA,10,NA,10,-9.2429,NA,0.8963220116344528,,0.0,,29.2,
2,0.5,A_ingraph05,small world,disc,3,0.1,0.5903,0.6212,0.6053,0.7425,0.9117,0.8184,5,100,0.8828,0.6764,0.6242,0.6492,0.4946,0.9841,0.6584,9,90,18,0.3537,-0.6221,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,0.5,A_ingraph05,small world,disc,3,0.5,0.6009,0.6239,0.6122,0.7258,0.9054,0.8057,5,100,0.8823,0.6766,0.6231,0.6488,0.4953,0.9835,0.6588,9,86,19,0.3624,-0.6171,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,0.5,A_ingraph05,small world,full,2,0.1,0.9073,0.9222,0.9147,NA,NA,NA,5,100,0.4856,0.8401,0.9528,0.8929,NA,NA,NA,10,NA,8,-9.5155,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,0.5,A_ingraph05,small world,full,2,0.5,0.8631,0.899,0.8806,NA,NA,NA,5,100,0.4275,0.9319,0.9758,0.9533,NA,NA,NA,10,NA,9,-9.5916,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,0.5,A_ingraph05,small world,full,3,0.1,0.488,0.523,0.5049,0.6702,0.8865,0.7633,5,100,0.8153,0.5769,0.5726,0.5747,0.4586,0.9814,0.6251,9,91,13,0.2337,-0.6683,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,0.5,A_ingraph05,small world,full,3,0.5,0.5078,0.567,0.5357,0.6617,0.8736,0.753,5,100,0.8487,0.5783,0.5716,0.575,0.4593,0.9788,0.6252,10,84,13,0.2789,-0.6401,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
8,0.5,A_ingraph05,scale free,disc,2,0.1,1.0,1.0,1.0,NA,NA,NA,5,100,0.8856,1.0,1.0,1.0,NA,NA,NA,10,NA,10,-9.2609,NA,0.8888703553118391,,0.0,,65.7,
9,0.5,A_ingraph05,scale free,disc,2,0.5,1.0,1.0,1.0,NA,NA,NA,5,100,0.8865,1.0,1.0,1.0,NA,NA,NA,10,NA,10,-9.2416,NA,0.8888703553118391,,0.0,,65.7,
10,0.5,A_ingraph05,scale free,disc,3,0.1,0.6023,0.6023,0.6023,0.8498,0.9217,0.8843,5,100,0.885,0.6041,0.5977,0.6009,0.449,0.9907,0.618,10,142,11,0.4205,-0.5128,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,0.5,A_ingraph05,scale free,disc,3,0.5,0.5499,0.5803,0.5647,0.8378,0.9165,0.8754,5,100,0.8916,0.6023,0.6023,0.6023,0.4442,0.9906,0.6134,9,138,10,0.4159,-0.5375,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,0.5,A_ingraph05,scale free,full,2,0.1,0.2884,0.5629,0.3813,NA,NA,NA,5,100,0.0685,0.3583,0.6479,0.4614,NA,NA,NA,6,NA,4,-9.8996,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,0.5,A_ingraph05,scale free,full,2,0.5,0.4884,0.5903,0.5345,NA,NA,NA,5,100,0.1347,0.5769,0.7535,0.6535,NA,NA,NA,8,NA,6,-9.8998,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,0.5,A_ingraph05,scale free,full,3,0.1,0.0,1.0,0.0,0.485,0.8215,0.6099,5,100,0.3302,0.4649,0.5313,0.4959,0.3683,0.9387,0.5291,1,47,8,-2.9259,-0.684,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,0.5,A_ingraph05,scale free,full,3,0.5,0.0,1.0,0.0,0.4217,0.8528,0.5643,5,100,0.5047,0.4979,0.5468,0.5212,0.386,0.9456,0.5482,6,26,11,-0.5974,-0.5939,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,0.5,A_ingraph05,random graph,disc,2,0.1,0.5247,0.5147,0.5196,NA,NA,NA,5,100,0.9501,1.0,0.5903,0.7423,NA,NA,NA,10,NA,51,-9.037,NA,0.8834915997078159,,0.0,,7.4,
17,0.5,A_ingraph05,random graph,disc,2,0.5,0.4098,0.402,0.4059,NA,NA,NA,5,100,0.9481,1.0,0.5885,0.7409,NA,NA,NA,10,NA,52,-9.0181,NA,0.8834915997078159,,0.0,,7.4,
18,0.5,A_ingraph05,random graph,disc,3,0.1,0.0588,0.0573,0.058,0.6778,0.6847,0.6812,5,100,0.9833,0.9305,0.3609,0.5201,0.9459,0.7436,0.8326,10,97,434,0.4855,-0.1961,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,0.5,A_ingraph05,random graph,disc,3,0.5,0.0752,0.0741,0.0746,0.6745,0.6795,0.6769,5,100,0.9815,0.9318,0.3612,0.5206,0.9462,0.7435,0.8326,10,98,437,0.4887,-0.1903,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,0.5,A_ingraph05,random graph,full,2,0.1,0.3693,0.3691,0.3692,NA,NA,NA,5,100,0.1781,0.7697,0.524,0.6235,NA,NA,NA,10,NA,42,-9.8114,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,0.5,A_ingraph05,random graph,full,2,0.5,0.3056,0.3127,0.3091,NA,NA,NA,5,100,0.197,0.7103,0.5048,0.5901,NA,NA,NA,10,NA,40,-9.7895,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,0.5,A_ingraph05,random graph,full,3,0.1,0.0818,0.0808,0.0813,0.5813,0.6446,0.6113,5,100,0.5515,0.8563,0.3444,0.4912,0.8999,0.7335,0.8082,10,87,420,-0.2123,-0.8307,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,0.5,A_ingraph05,random graph,full,3,0.5,0.0861,0.087,0.0865,0.6098,0.6571,0.6326,5,100,0.7529,0.8881,0.3522,0.5043,0.9196,0.7391,0.8195,10,90,426,0.0796,-0.5988,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,0,A_ingraph05,small world,disc,2,0.1,0.9564,1.0,0.9777,NA,NA,NA,5,100,0.8867,1.0,1.0,1.0,NA,NA,NA,9,NA,10,-9.2195,NA,0.8963220116344528,,0.0,,29.2,
1,0,A_ingraph05,small world,disc,2,0.5,0.9564,1.0,0.9777,NA,NA,NA,5,100,0.8884,1.0,1.0,1.0,NA,NA,NA,9,NA,10,-9.2395,NA,0.8963220116344528,,0.0,,29.2,
2,0,A_ingraph05,small world,disc,3,0.1,0.6082,0.6452,0.6261,0.7035,0.9141,0.7951,5,100,0.8826,0.6702,0.6241,0.6464,0.4904,0.9847,0.6547,9,92,17,0.3267,-0.6166,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,0,A_ingraph05,small world,disc,3,0.5,0.5364,0.5983,0.5656,0.7245,0.8889,0.7983,5,100,0.8823,0.6766,0.6231,0.6488,0.4953,0.9835,0.6588,8,88,19,0.3319,-0.6046,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,0,A_ingraph05,small world,full,2,0.1,0.9154,0.9121,0.9138,NA,NA,NA,5,100,0.4862,0.9137,0.9565,0.9346,NA,NA,NA,10,NA,9,-9.554,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,0,A_ingraph05,small world,full,2,0.5,0.8064,0.8747,0.8391,NA,NA,NA,5,100,0.4223,0.768,0.9491,0.849,NA,NA,NA,10,NA,7,-9.5712,NA,0.6675357314415801,,0.9666666666666668,,29.2,
0,1,A_ingraph07,small world,disc,2,0.1,0.8072,1.0,0.8933,NA,NA,NA,1,1,0.8822,1.0,0.9711,0.9853,NA,NA,NA,7,NA,13,0.8042,NA,0.8963220116344528,,0.0,,29.2,
1,1,A_ingraph07,small world,disc,2,0.5,0.7428,1.0,0.8524,NA,NA,NA,1,1,0.887,1.0,0.9666,0.983,NA,NA,NA,6,NA,13,0.8032,NA,0.8963220116344528,,0.0,,29.2,
2,1,A_ingraph07,small world,disc,3,0.1,0.2033,0.3529,0.258,0.5024,0.9799,0.6642,1,1,0.9156,0.7988,0.5494,0.651,0.6597,0.9782,0.788,6,20,42,0.7,0.889,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,1,A_ingraph07,small world,disc,3,0.5,0.2725,0.4338,0.3348,0.5341,0.9749,0.6901,1,1,0.9139,0.7803,0.5351,0.6348,0.6581,0.973,0.7852,5,25,48,0.7256,0.888,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,1,A_ingraph07,small world,full,2,0.1,0.7132,0.9497,0.8146,NA,NA,NA,1,1,0.8763,0.9765,0.9382,0.957,NA,NA,NA,6,NA,14,0.8006,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,1,A_ingraph07,small world,full,2,0.5,0.7274,0.9704,0.8315,NA,NA,NA,1,1,0.8596,0.9664,0.9556,0.9609,NA,NA,NA,6,NA,11,0.7777,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,1,A_ingraph07,small world,full,3,0.1,0.1721,0.386,0.2381,0.4787,0.9419,0.6348,1,1,0.9125,0.7499,0.5211,0.6149,0.6478,0.9707,0.7771,3,21,43,0.6417,0.8544,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,1,A_ingraph07,small world,full,3,0.5,0.2961,0.5265,0.3791,0.4978,0.9762,0.6594,1,1,0.9103,0.776,0.5357,0.6338,0.6543,0.9738,0.7827,4,20,48,0.6979,0.8849,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
8,1,A_ingraph07,scale free,disc,2,0.1,0.7602,1.0,0.8638,NA,NA,NA,1,1,0.8693,1.0,0.5689,0.7252,NA,NA,NA,6,NA,97,0.8039,NA,0.8888703553118391,,0.0,,65.7,
9,1,A_ingraph07,scale free,disc,2,0.5,0.8657,0.9613,0.911,NA,NA,NA,1,1,0.8631,1.0,0.5937,0.745,NA,NA,NA,8,NA,89,0.8685,NA,0.8888703553118391,,0.0,,65.7,
10,1,A_ingraph07,scale free,disc,3,0.1,0.145,0.3254,0.2006,0.4436,0.9906,0.6128,1,1,0.9758,0.873,0.402,0.5505,0.8804,0.9042,0.8921,3,10,422,0.7196,0.894,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,1,A_ingraph07,scale free,disc,3,0.5,0.3028,0.6273,0.4084,0.3731,0.9889,0.5418,1,1,0.9716,0.8777,0.411,0.5599,0.8755,0.9144,0.8945,4,11,369,0.6241,0.8407,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,1,A_ingraph07,scale free,full,2,0.1,0.4744,0.8313,0.6041,NA,NA,NA,1,1,0.7891,0.8566,0.7809,0.817,NA,NA,NA,6,NA,23,0.6571,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,1,A_ingraph07,scale free,full,2,0.5,0.2044,0.7284,0.3192,NA,NA,NA,1,1,0.8513,0.8748,0.7594,0.813,NA,NA,NA,2,NA,27,0.4824,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,1,A_ingraph07,scale free,full,3,0.1,0.1923,0.4058,0.261,0.4266,0.9261,0.5841,1,1,0.8926,0.6523,0.5039,0.5686,0.5665,0.976,0.7169,3,5,50,0.6558,0.7675,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,1,A_ingraph07,scale free,full,3,0.5,0.1823,0.4485,0.2592,0.3629,0.9569,0.5262,1,1,0.9068,0.6827,0.4661,0.554,0.6282,0.9565,0.7584,6,21,113,0.5529,0.811,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,1,A_ingraph07,random graph,disc,2,0.1,0.4028,0.411,0.4069,NA,NA,NA,1,1,0.9439,1.0,0.5365,0.6983,NA,NA,NA,10,NA,72,0.8752,NA,0.8834915997078159,,0.0,,7.4,
17,1,A_ingraph07,random graph,disc,2,0.5,0.4417,0.4504,0.446,NA,NA,NA,1,1,0.9375,1.0,0.5281,0.6912,NA,NA,NA,10,NA,76,0.8774,NA,0.8834915997078159,,0.0,,7.4,
18,1,A_ingraph07,random graph,disc,3,0.1,0.0239,0.0435,0.0309,0.5018,0.6062,0.5491,1,1,0.9892,0.9744,0.3465,0.5112,0.9801,0.7063,0.8209,6,51,641,0.6658,0.9546,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,1,A_ingraph07,random graph,disc,3,0.5,0.047,0.0643,0.0543,0.4918,0.5955,0.5387,1,1,0.988,0.9702,0.3454,0.5094,0.9787,0.7061,0.8204,9,53,637,0.7539,0.951,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,1,A_ingraph07,random graph,full,2,0.1,0.316,0.3344,0.3249,NA,NA,NA,1,1,0.6674,0.8793,0.5098,0.6454,NA,NA,NA,10,NA,63,0.7113,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,1,A_ingraph07,random graph,full,2,0.5,0.2718,0.3255,0.2963,NA,NA,NA,1,1,0.7105,0.8312,0.5033,0.6269,NA,NA,NA,10,NA,56,0.6477,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,1,A_ingraph07,random graph,full,3,0.1,0.036,0.0973,0.0525,0.5224,0.5991,0.5581,1,1,0.9459,0.9327,0.3391,0.4974,0.9545,0.7034,0.81,6,63,610,0.5082,0.8698,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,1,A_ingraph07,random graph,full,3,0.5,0.0402,0.0546,0.0463,0.501,0.5968,0.5447,1,1,0.9747,0.939,0.3409,0.5002,0.959,0.7055,0.813,7,47,607,0.7614,0.9307,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,0.5,A_ingraph07,small world,disc,2,0.1,0.8217,1.0,0.9021,NA,NA,NA,1,1,0.8822,1.0,0.9711,0.9853,NA,NA,NA,7,NA,13,0.8257,NA,0.8963220116344528,,0.0,,29.2,
1,0.5,A_ingraph07,small world,disc,2,0.5,0.8752,1.0,0.9335,NA,NA,NA,1,1,0.887,1.0,0.9666,0.983,NA,NA,NA,8,NA,13,0.8414,NA,0.8963220116344528,,0.0,,29.2,
2,0.5,A_ingraph07,small world,disc,3,0.1,0.4652,0.5724,0.5133,0.4974,0.9767,0.6591,1,1,0.9153,0.7913,0.5454,0.6458,0.6568,0.9761,0.7852,7,19,42,0.8122,0.8906,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,0.5,A_ingraph07,small world,disc,3,0.5,0.4464,0.5413,0.4893,0.5462,0.9783,0.701,1,1,0.9131,0.7962,0.5451,0.6472,0.6593,0.9733,0.7861,8,23,47,0.7727,0.9018,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,0.5,A_ingraph07,small world,full,2,0.1,0.6583,0.9672,0.7834,NA,NA,NA,1,1,0.8763,0.9765,0.9382,0.957,NA,NA,NA,5,NA,14,0.7524,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,0.5,A_ingraph07,small world,full,2,0.5,0.6803,0.9235,0.7835,NA,NA,NA,1,1,0.8596,0.9664,0.9556,0.9609,NA,NA,NA,6,NA,11,0.766,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,0.5,A_ingraph07,small world,full,3,0.1,0.161,0.3777,0.2257,0.494,0.9695,0.6545,1,1,0.9125,0.7455,0.5242,0.6156,0.6407,0.9713,0.7721,3,17,41,0.5833,0.8856,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,0.5,A_ingraph07,small world,full,3,0.5,0.2169,0.4296,0.2883,0.544,0.963,0.6952,1,1,0.9095,0.7757,0.5353,0.6334,0.654,0.973,0.7822,5,31,48,0.6822,0.8808,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
8,0.5,A_ingraph07,scale free,disc,2,0.1,0.8219,0.9714,0.8904,NA,NA,NA,1,1,0.8693,1.0,0.5689,0.7252,NA,NA,NA,8,NA,97,0.8265,NA,0.8888703553118391,,0.0,,65.7,
9,0.5,A_ingraph07,scale free,disc,2,0.5,0.9137,0.9809,0.9461,NA,NA,NA,1,1,0.8631,1.0,0.5937,0.745,NA,NA,NA,9,NA,89,0.8708,NA,0.8888703553118391,,0.0,,65.7,
10,0.5,A_ingraph07,scale free,disc,3,0.1,0.2777,0.4528,0.3442,0.4491,0.9902,0.618,1,1,0.9748,0.8839,0.4044,0.5549,0.8871,0.9051,0.896,5,11,425,0.7056,0.895,0.8946683183001,0.5349573944306312,0.0,0.1375739644970414,852.4,27.325443786982248
11,0.5,A_ingraph07,scale free,disc,3,0.5,0.3555,0.5236,0.4235,0.4172,0.99,0.587,1,1,0.9717,0.8734,0.4119,0.5598,0.8677,0.9126,0.8896,5,9,367,0.7671,0.8819,0.8946604127223766,0.5305541543961698,0.0,0.1399690053536207,859.0,27.31360946745562
12,0.5,A_ingraph07,scale free,full,2,0.1,0.2247,0.7918,0.3501,NA,NA,NA,1,1,0.7913,0.8676,0.7828,0.823,NA,NA,NA,2,NA,23,0.466,NA,0.7091084336602002,,1.6222222222222222,,65.7,
13,0.5,A_ingraph07,scale free,full,2,0.5,0.4658,0.8079,0.5909,NA,NA,NA,1,1,0.8513,0.8699,0.756,0.8089,NA,NA,NA,4,NA,27,0.6863,NA,0.7225052074987981,,1.477777777777778,,65.7,
14,0.5,A_ingraph07,scale free,full,3,0.1,0.0,1.0,0.0,0.3073,0.947,0.464,1,1,0.893,0.6534,0.5047,0.5695,0.5666,0.976,0.717,3,8,50,0.527,0.6021,0.8642100545756815,0.517298115668012,3.022222222222222,0.1476472245703015,853.7,27.31952662721893
15,0.5,A_ingraph07,scale free,full,3,0.5,0.2418,0.5647,0.3386,0.2684,0.9572,0.4193,1,1,0.9084,0.6851,0.4708,0.5581,0.6243,0.9569,0.7556,4,15,111,0.5163,0.7143,0.8611419557132477,0.5119889923487843,3.333333333333333,0.1508523527754297,860.1,27.325443786982248
16,0.5,A_ingraph07,random graph,disc,2,0.1,0.3558,0.3507,0.3533,NA,NA,NA,1,1,0.9439,1.0,0.5365,0.6983,NA,NA,NA,10,NA,72,0.8957,NA,0.8834915997078159,,0.0,,7.4,
17,0.5,A_ingraph07,random graph,disc,2,0.5,0.4068,0.409,0.4079,NA,NA,NA,1,1,0.9375,1.0,0.5281,0.6912,NA,NA,NA,10,NA,76,0.8833,NA,0.8834915997078159,,0.0,,7.4,
18,0.5,A_ingraph07,random graph,disc,3,0.1,0.0351,0.0533,0.0423,0.4906,0.5978,0.539,1,1,0.9892,0.9744,0.3465,0.5112,0.9801,0.7063,0.8209,6,55,641,0.7394,0.9574,0.8882627894927082,0.7061917870724527,0.0,0.0258805841924398,85.3,6.309278350515464
19,0.5,A_ingraph07,random graph,disc,3,0.5,0.0381,0.0586,0.0462,0.4873,0.6029,0.539,1,1,0.988,0.9702,0.3454,0.5094,0.9787,0.7061,0.8204,6,54,637,0.7312,0.9436,0.8869750000338806,0.7011164401847998,0.0,0.026524914089347,85.9,6.309278350515464
20,0.5,A_ingraph07,random graph,full,2,0.1,0.3509,0.3645,0.3576,NA,NA,NA,1,1,0.685,0.8666,0.5107,0.6427,NA,NA,NA,10,NA,62,0.7477,NA,0.4255214533409244,,0.7222222222222222,,7.4,
21,0.5,A_ingraph07,random graph,full,2,0.5,0.287,0.3201,0.3026,NA,NA,NA,1,1,0.7158,0.8289,0.5033,0.6263,NA,NA,NA,10,NA,56,0.6569,NA,0.4270373871035496,,0.7111111111111111,,7.4,
22,0.5,A_ingraph07,random graph,full,3,0.1,0.0392,0.0711,0.0506,0.517,0.6048,0.5575,1,1,0.947,0.9355,0.3393,0.4979,0.9568,0.7033,0.8107,5,59,611,0.7044,0.8963,0.8040319072962436,0.6454068653296586,0.8888888888888888,0.0342568728522336,85.1,6.309278350515464
23,0.5,A_ingraph07,random graph,full,3,0.5,0.0336,0.0482,0.0396,0.4604,0.5898,0.5171,1,1,0.9746,0.9372,0.34,0.499,0.9601,0.706,0.8137,8,54,607,0.7377,0.9296,0.818756464572681,0.6488636961285605,0.7222222222222222,0.0337199312714776,86.0,6.298969072164948
0,0,A_ingraph07,small world,disc,2,0.1,0.7854,1.0,0.8798,NA,NA,NA,1,1,0.8822,1.0,0.9711,0.9853,NA,NA,NA,7,NA,13,0.7854,NA,0.8963220116344528,,0.0,,29.2,
1,0,A_ingraph07,small world,disc,2,0.5,0.8144,0.977,0.8883,NA,NA,NA,1,1,0.887,1.0,0.9666,0.983,NA,NA,NA,7,NA,13,0.8377,NA,0.8963220116344528,,0.0,,29.2,
2,0,A_ingraph07,small world,disc,3,0.1,0.4282,0.5136,0.467,0.5213,0.9753,0.6794,1,1,0.9152,0.7976,0.5555,0.6549,0.6507,0.9772,0.7812,8,24,41,0.8367,0.877,0.8974665600000034,0.7137938200000006,0.0,0.0686496601989559,500.0,25.216783216783217
3,0,A_ingraph07,small world,disc,3,0.5,0.3622,0.5124,0.4244,0.5007,0.9735,0.6613,1,1,0.914,0.7831,0.5398,0.6391,0.6551,0.9739,0.7833,6,22,48,0.8019,0.8812,0.8974678655433584,0.7185351141051546,0.0,0.0670737712991234,497.0,25.23076923076923
4,0,A_ingraph07,small world,full,2,0.1,0.5454,0.9431,0.6911,NA,NA,NA,1,1,0.8763,0.9765,0.9382,0.957,NA,NA,NA,5,NA,14,0.6925,NA,0.6480594233450742,,1.0777777777777775,,29.2,
5,0,A_ingraph07,small world,full,2,0.5,0.7783,0.9454,0.8538,NA,NA,NA,1,1,0.8596,0.9664,0.9556,0.9609,NA,NA,NA,8,NA,11,0.7999,NA,0.6675357314415801,,0.9666666666666668,,29.2,
6,0,A_ingraph07,small world,full,3,0.1,0.2754,0.439,0.3385,0.5149,0.9449,0.6665,1,1,0.9123,0.7592,0.5209,0.6179,0.6556,0.9699,0.7824,5,25,44,0.7412,0.8696,0.8538932398002711,0.6864461774267521,2.522222222222222,0.0784497192947897,497.8,25.25874125874126
7,0,A_ingraph07,small world,full,3,0.5,0.1175,0.2728,0.1643,0.4794,0.9539,0.6381,1,1,0.9101,0.7753,0.5377,0.635,0.6518,0.9748,0.7812,4,27,47,0.58,0.8345,0.8529440407568846,0.6904505705808073,2.555555555555556,0.0768738303949571,493.8,25.223776223776223
